filepath,label
chunks\fake\musk-to-trump_chunk117.wav,1
chunks\fake\musk-to-trump_chunk118.wav,1
chunks\fake\musk-to-trump_chunk119.wav,1
chunks\fake\musk-to-trump_chunk12.wav,1
chunks\fake\musk-to-trump_chunk120.wav,1
chunks\fake\musk-to-trump_chunk121.wav,1
chunks\fake\musk-to-trump_chunk122.wav,1
chunks\fake\musk-to-trump_chunk123.wav,1
chunks\fake\musk-to-trump_chunk124.wav,1
chunks\fake\musk-to-trump_chunk125.wav,1
chunks\fake\musk-to-trump_chunk126.wav,1
chunks\fake\musk-to-trump_chunk127.wav,1
chunks\fake\musk-to-trump_chunk128.wav,1
chunks\fake\musk-to-trump_chunk129.wav,1
chunks\fake\musk-to-trump_chunk13.wav,1
chunks\fake\musk-to-trump_chunk130.wav,1
chunks\fake\musk-to-trump_chunk131.wav,1
chunks\fake\musk-to-trump_chunk132.wav,1
chunks\fake\musk-to-trump_chunk133.wav,1
chunks\fake\musk-to-trump_chunk134.wav,1
chunks\fake\musk-to-trump_chunk135.wav,1
chunks\fake\musk-to-trump_chunk136.wav,1
chunks\fake\musk-to-trump_chunk137.wav,1
chunks\fake\musk-to-trump_chunk138.wav,1
chunks\fake\musk-to-trump_chunk139.wav,1
chunks\fake\musk-to-trump_chunk14.wav,1
chunks\fake\musk-to-trump_chunk140.wav,1
chunks\fake\musk-to-trump_chunk141.wav,1
chunks\fake\musk-to-trump_chunk142.wav,1
chunks\fake\musk-to-trump_chunk143.wav,1
chunks\fake\musk-to-trump_chunk144.wav,1
chunks\fake\musk-to-trump_chunk145.wav,1
chunks\fake\musk-to-trump_chunk146.wav,1
chunks\fake\musk-to-trump_chunk147.wav,1
chunks\fake\musk-to-trump_chunk148.wav,1
chunks\fake\musk-to-trump_chunk149.wav,1
chunks\fake\musk-to-trump_chunk15.wav,1
chunks\fake\musk-to-trump_chunk150.wav,1
chunks\fake\musk-to-trump_chunk151.wav,1
chunks\fake\musk-to-trump_chunk152.wav,1
chunks\fake\musk-to-trump_chunk153.wav,1
chunks\fake\musk-to-trump_chunk154.wav,1
chunks\fake\musk-to-trump_chunk155.wav,1
chunks\fake\musk-to-trump_chunk156.wav,1
chunks\fake\musk-to-trump_chunk157.wav,1
chunks\fake\musk-to-trump_chunk158.wav,1
chunks\fake\musk-to-trump_chunk159.wav,1
chunks\fake\musk-to-trump_chunk16.wav,1
chunks\fake\musk-to-trump_chunk160.wav,1
chunks\fake\musk-to-trump_chunk161.wav,1
chunks\fake\musk-to-trump_chunk162.wav,1
chunks\fake\musk-to-trump_chunk163.wav,1
chunks\fake\musk-to-trump_chunk164.wav,1
chunks\fake\musk-to-trump_chunk165.wav,1
chunks\fake\musk-to-trump_chunk166.wav,1
chunks\fake\musk-to-trump_chunk167.wav,1
chunks\fake\musk-to-trump_chunk168.wav,1
chunks\fake\musk-to-trump_chunk169.wav,1
chunks\fake\musk-to-trump_chunk17.wav,1
chunks\fake\musk-to-trump_chunk170.wav,1
chunks\fake\musk-to-trump_chunk171.wav,1
chunks\fake\musk-to-trump_chunk172.wav,1
chunks\fake\musk-to-trump_chunk173.wav,1
chunks\fake\musk-to-trump_chunk174.wav,1
chunks\fake\musk-to-trump_chunk175.wav,1
chunks\fake\musk-to-trump_chunk176.wav,1
chunks\fake\musk-to-trump_chunk177.wav,1
chunks\fake\musk-to-trump_chunk178.wav,1
chunks\fake\musk-to-trump_chunk179.wav,1
chunks\fake\musk-to-trump_chunk18.wav,1
chunks\fake\musk-to-trump_chunk180.wav,1
chunks\fake\musk-to-trump_chunk181.wav,1
chunks\fake\musk-to-trump_chunk182.wav,1
chunks\fake\musk-to-trump_chunk183.wav,1
chunks\fake\musk-to-trump_chunk184.wav,1
chunks\fake\musk-to-trump_chunk185.wav,1
chunks\fake\musk-to-trump_chunk186.wav,1
chunks\fake\musk-to-trump_chunk187.wav,1
chunks\fake\musk-to-trump_chunk188.wav,1
chunks\fake\musk-to-trump_chunk189.wav,1
chunks\fake\musk-to-trump_chunk19.wav,1
chunks\fake\musk-to-trump_chunk190.wav,1
chunks\fake\musk-to-trump_chunk191.wav,1
chunks\fake\musk-to-trump_chunk192.wav,1
chunks\fake\musk-to-trump_chunk193.wav,1
chunks\fake\musk-to-trump_chunk194.wav,1
chunks\fake\musk-to-trump_chunk195.wav,1
chunks\fake\musk-to-trump_chunk196.wav,1
chunks\fake\musk-to-trump_chunk197.wav,1
chunks\fake\musk-to-trump_chunk198.wav,1
chunks\fake\musk-to-trump_chunk199.wav,1
chunks\fake\musk-to-trump_chunk2.wav,1
chunks\fake\musk-to-trump_chunk20.wav,1
chunks\fake\musk-to-trump_chunk21.wav,1
chunks\fake\musk-to-trump_chunk22.wav,1
chunks\fake\musk-to-trump_chunk23.wav,1
chunks\fake\musk-to-trump_chunk24.wav,1
chunks\fake\musk-to-trump_chunk25.wav,1
chunks\fake\musk-to-trump_chunk26.wav,1
chunks\fake\musk-to-trump_chunk27.wav,1
chunks\fake\musk-to-trump_chunk28.wav,1
chunks\fake\musk-to-trump_chunk29.wav,1
chunks\fake\musk-to-trump_chunk3.wav,1
chunks\fake\musk-to-trump_chunk30.wav,1
chunks\fake\musk-to-trump_chunk31.wav,1
chunks\fake\musk-to-trump_chunk32.wav,1
chunks\fake\musk-to-trump_chunk33.wav,1
chunks\fake\musk-to-trump_chunk34.wav,1
chunks\fake\musk-to-trump_chunk35.wav,1
chunks\fake\musk-to-trump_chunk36.wav,1
chunks\fake\musk-to-trump_chunk37.wav,1
chunks\fake\musk-to-trump_chunk38.wav,1
chunks\fake\musk-to-trump_chunk39.wav,1
chunks\fake\musk-to-trump_chunk4.wav,1
chunks\fake\musk-to-trump_chunk40.wav,1
chunks\fake\musk-to-trump_chunk41.wav,1
chunks\fake\musk-to-trump_chunk42.wav,1
chunks\fake\musk-to-trump_chunk43.wav,1
chunks\fake\musk-to-trump_chunk44.wav,1
chunks\fake\musk-to-trump_chunk45.wav,1
chunks\fake\musk-to-trump_chunk46.wav,1
chunks\fake\musk-to-trump_chunk47.wav,1
chunks\fake\musk-to-trump_chunk48.wav,1
chunks\fake\musk-to-trump_chunk49.wav,1
chunks\fake\musk-to-trump_chunk5.wav,1
chunks\fake\musk-to-trump_chunk50.wav,1
chunks\fake\musk-to-trump_chunk51.wav,1
chunks\fake\musk-to-trump_chunk52.wav,1
chunks\fake\musk-to-trump_chunk53.wav,1
chunks\fake\musk-to-trump_chunk54.wav,1
chunks\fake\musk-to-trump_chunk55.wav,1
chunks\fake\musk-to-trump_chunk56.wav,1
chunks\fake\musk-to-trump_chunk57.wav,1
chunks\fake\musk-to-trump_chunk58.wav,1
chunks\fake\musk-to-trump_chunk59.wav,1
chunks\fake\musk-to-trump_chunk6.wav,1
chunks\fake\musk-to-trump_chunk60.wav,1
chunks\fake\musk-to-trump_chunk61.wav,1
chunks\fake\musk-to-trump_chunk62.wav,1
chunks\fake\musk-to-trump_chunk63.wav,1
chunks\fake\musk-to-trump_chunk64.wav,1
chunks\fake\musk-to-trump_chunk65.wav,1
chunks\fake\musk-to-trump_chunk66.wav,1
chunks\fake\musk-to-trump_chunk67.wav,1
chunks\fake\musk-to-trump_chunk68.wav,1
chunks\fake\musk-to-trump_chunk69.wav,1
chunks\fake\musk-to-trump_chunk7.wav,1
chunks\fake\musk-to-trump_chunk70.wav,1
chunks\fake\musk-to-trump_chunk71.wav,1
chunks\fake\musk-to-trump_chunk72.wav,1
chunks\fake\musk-to-trump_chunk73.wav,1
chunks\fake\musk-to-trump_chunk74.wav,1
chunks\fake\musk-to-trump_chunk75.wav,1
chunks\fake\musk-to-trump_chunk76.wav,1
chunks\fake\musk-to-trump_chunk77.wav,1
chunks\fake\musk-to-trump_chunk78.wav,1
chunks\fake\musk-to-trump_chunk79.wav,1
chunks\fake\musk-to-trump_chunk8.wav,1
chunks\fake\musk-to-trump_chunk80.wav,1
chunks\fake\musk-to-trump_chunk81.wav,1
chunks\fake\musk-to-trump_chunk82.wav,1
chunks\fake\musk-to-trump_chunk83.wav,1
chunks\fake\musk-to-trump_chunk84.wav,1
chunks\fake\musk-to-trump_chunk85.wav,1
chunks\fake\musk-to-trump_chunk86.wav,1
chunks\fake\musk-to-trump_chunk87.wav,1
chunks\fake\musk-to-trump_chunk88.wav,1
chunks\fake\musk-to-trump_chunk89.wav,1
chunks\fake\musk-to-trump_chunk9.wav,1
chunks\fake\musk-to-trump_chunk90.wav,1
chunks\fake\musk-to-trump_chunk91.wav,1
chunks\fake\musk-to-trump_chunk92.wav,1
chunks\fake\musk-to-trump_chunk93.wav,1
chunks\fake\musk-to-trump_chunk94.wav,1
chunks\fake\musk-to-trump_chunk95.wav,1
chunks\fake\musk-to-trump_chunk96.wav,1
chunks\fake\musk-to-trump_chunk97.wav,1
chunks\fake\musk-to-trump_chunk98.wav,1
chunks\fake\musk-to-trump_chunk99.wav,1
chunks\fake\Obama-to-Biden_chunk0.wav,1
chunks\fake\Obama-to-Biden_chunk1.wav,1
chunks\fake\Obama-to-Biden_chunk10.wav,1
chunks\fake\Obama-to-Biden_chunk100.wav,1
chunks\fake\Obama-to-Biden_chunk101.wav,1
chunks\fake\Obama-to-Biden_chunk102.wav,1
chunks\fake\Obama-to-Biden_chunk103.wav,1
chunks\fake\Obama-to-Biden_chunk104.wav,1
chunks\fake\Obama-to-Biden_chunk105.wav,1
chunks\fake\Obama-to-Biden_chunk106.wav,1
chunks\fake\Obama-to-Biden_chunk107.wav,1
chunks\fake\Obama-to-Biden_chunk108.wav,1
chunks\fake\Obama-to-Biden_chunk109.wav,1
chunks\fake\Obama-to-Biden_chunk11.wav,1
chunks\fake\Obama-to-Biden_chunk110.wav,1
chunks\fake\Obama-to-Biden_chunk111.wav,1
chunks\fake\Obama-to-Biden_chunk112.wav,1
chunks\fake\Obama-to-Biden_chunk113.wav,1
chunks\fake\Obama-to-Biden_chunk114.wav,1
chunks\fake\Obama-to-Biden_chunk115.wav,1
chunks\fake\Obama-to-Biden_chunk116.wav,1
chunks\fake\Obama-to-Biden_chunk117.wav,1
chunks\fake\Obama-to-Biden_chunk118.wav,1
chunks\fake\Obama-to-Biden_chunk119.wav,1
chunks\fake\Obama-to-Biden_chunk12.wav,1
chunks\fake\Obama-to-Biden_chunk120.wav,1
chunks\fake\Obama-to-Biden_chunk121.wav,1
chunks\fake\Obama-to-Biden_chunk122.wav,1
chunks\fake\Obama-to-Biden_chunk123.wav,1
chunks\fake\Obama-to-Biden_chunk124.wav,1
chunks\fake\Obama-to-Biden_chunk125.wav,1
chunks\fake\Obama-to-Biden_chunk126.wav,1
chunks\fake\Obama-to-Biden_chunk127.wav,1
chunks\fake\Obama-to-Biden_chunk128.wav,1
chunks\fake\Obama-to-Biden_chunk129.wav,1
chunks\fake\Obama-to-Biden_chunk13.wav,1
chunks\fake\Obama-to-Biden_chunk130.wav,1
chunks\fake\Obama-to-Biden_chunk131.wav,1
chunks\fake\Obama-to-Biden_chunk132.wav,1
chunks\fake\Obama-to-Biden_chunk133.wav,1
chunks\fake\Obama-to-Biden_chunk134.wav,1
chunks\fake\Obama-to-Biden_chunk135.wav,1
chunks\fake\Obama-to-Biden_chunk136.wav,1
chunks\fake\Obama-to-Biden_chunk137.wav,1
chunks\fake\Obama-to-Biden_chunk138.wav,1
chunks\fake\Obama-to-Biden_chunk139.wav,1
chunks\fake\Obama-to-Biden_chunk14.wav,1
chunks\fake\Obama-to-Biden_chunk140.wav,1
chunks\fake\Obama-to-Biden_chunk141.wav,1
chunks\fake\Obama-to-Biden_chunk142.wav,1
chunks\fake\Obama-to-Biden_chunk143.wav,1
chunks\fake\Obama-to-Biden_chunk144.wav,1
chunks\fake\Obama-to-Biden_chunk145.wav,1
chunks\fake\Obama-to-Biden_chunk146.wav,1
chunks\fake\Obama-to-Biden_chunk147.wav,1
chunks\fake\Obama-to-Biden_chunk148.wav,1
chunks\fake\Obama-to-Biden_chunk149.wav,1
chunks\fake\Obama-to-Biden_chunk15.wav,1
chunks\fake\Obama-to-Biden_chunk150.wav,1
chunks\fake\Obama-to-Biden_chunk151.wav,1
chunks\fake\Obama-to-Biden_chunk152.wav,1
chunks\fake\Obama-to-Biden_chunk153.wav,1
chunks\fake\Obama-to-Biden_chunk154.wav,1
chunks\fake\Obama-to-Biden_chunk155.wav,1
chunks\fake\Obama-to-Biden_chunk156.wav,1
chunks\fake\Obama-to-Biden_chunk157.wav,1
chunks\fake\Obama-to-Biden_chunk158.wav,1
chunks\fake\Obama-to-Biden_chunk159.wav,1
chunks\fake\Obama-to-Biden_chunk16.wav,1
chunks\fake\Obama-to-Biden_chunk160.wav,1
chunks\fake\Obama-to-Biden_chunk161.wav,1
chunks\fake\Obama-to-Biden_chunk162.wav,1
chunks\fake\Obama-to-Biden_chunk163.wav,1
chunks\fake\Obama-to-Biden_chunk164.wav,1
chunks\fake\Obama-to-Biden_chunk165.wav,1
chunks\fake\Obama-to-Biden_chunk166.wav,1
chunks\fake\Obama-to-Biden_chunk167.wav,1
chunks\fake\Obama-to-Biden_chunk168.wav,1
chunks\fake\Obama-to-Biden_chunk169.wav,1
chunks\fake\Obama-to-Biden_chunk17.wav,1
chunks\fake\Obama-to-Biden_chunk170.wav,1
chunks\fake\Obama-to-Biden_chunk171.wav,1
chunks\fake\Obama-to-Biden_chunk172.wav,1
chunks\fake\Obama-to-Biden_chunk173.wav,1
chunks\fake\Obama-to-Biden_chunk174.wav,1
chunks\fake\Obama-to-Biden_chunk175.wav,1
chunks\fake\Obama-to-Biden_chunk176.wav,1
chunks\fake\Obama-to-Biden_chunk177.wav,1
chunks\fake\Obama-to-Biden_chunk178.wav,1
chunks\fake\Obama-to-Biden_chunk179.wav,1
chunks\fake\Obama-to-Biden_chunk18.wav,1
chunks\fake\Obama-to-Biden_chunk180.wav,1
chunks\fake\Obama-to-Biden_chunk181.wav,1
chunks\fake\Obama-to-Biden_chunk182.wav,1
chunks\fake\Obama-to-Biden_chunk183.wav,1
chunks\fake\Obama-to-Biden_chunk184.wav,1
chunks\fake\Obama-to-Biden_chunk185.wav,1
chunks\fake\Obama-to-Biden_chunk186.wav,1
chunks\fake\Obama-to-Biden_chunk187.wav,1
chunks\fake\Obama-to-Biden_chunk188.wav,1
chunks\fake\Obama-to-Biden_chunk189.wav,1
chunks\fake\Obama-to-Biden_chunk19.wav,1
chunks\fake\Obama-to-Biden_chunk190.wav,1
chunks\fake\Obama-to-Biden_chunk191.wav,1
chunks\fake\Obama-to-Biden_chunk192.wav,1
chunks\fake\Obama-to-Biden_chunk193.wav,1
chunks\fake\Obama-to-Biden_chunk194.wav,1
chunks\fake\Obama-to-Biden_chunk195.wav,1
chunks\fake\Obama-to-Biden_chunk196.wav,1
chunks\fake\Obama-to-Biden_chunk197.wav,1
chunks\fake\Obama-to-Biden_chunk198.wav,1
chunks\fake\Obama-to-Biden_chunk199.wav,1
chunks\fake\Obama-to-Biden_chunk2.wav,1
chunks\fake\Obama-to-Biden_chunk20.wav,1
chunks\fake\Obama-to-Biden_chunk21.wav,1
chunks\fake\Obama-to-Biden_chunk22.wav,1
chunks\fake\Obama-to-Biden_chunk23.wav,1
chunks\fake\Obama-to-Biden_chunk24.wav,1
chunks\fake\Obama-to-Biden_chunk25.wav,1
chunks\fake\Obama-to-Biden_chunk26.wav,1
chunks\fake\Obama-to-Biden_chunk27.wav,1
chunks\fake\Obama-to-Biden_chunk28.wav,1
chunks\fake\Obama-to-Biden_chunk29.wav,1
chunks\fake\Obama-to-Biden_chunk3.wav,1
chunks\fake\Obama-to-Biden_chunk30.wav,1
chunks\fake\Obama-to-Biden_chunk31.wav,1
chunks\fake\Obama-to-Biden_chunk32.wav,1
chunks\fake\Obama-to-Biden_chunk33.wav,1
chunks\fake\Obama-to-Biden_chunk34.wav,1
chunks\fake\Obama-to-Biden_chunk35.wav,1
chunks\fake\Obama-to-Biden_chunk36.wav,1
chunks\fake\Obama-to-Biden_chunk37.wav,1
chunks\fake\Obama-to-Biden_chunk38.wav,1
chunks\fake\Obama-to-Biden_chunk39.wav,1
chunks\fake\Obama-to-Biden_chunk4.wav,1
chunks\fake\Obama-to-Biden_chunk40.wav,1
chunks\fake\Obama-to-Biden_chunk41.wav,1
chunks\fake\Obama-to-Biden_chunk42.wav,1
chunks\fake\Obama-to-Biden_chunk43.wav,1
chunks\fake\Obama-to-Biden_chunk44.wav,1
chunks\fake\Obama-to-Biden_chunk45.wav,1
chunks\fake\Obama-to-Biden_chunk46.wav,1
chunks\fake\Obama-to-Biden_chunk47.wav,1
chunks\fake\Obama-to-Biden_chunk48.wav,1
chunks\fake\Obama-to-Biden_chunk49.wav,1
chunks\fake\Obama-to-Biden_chunk5.wav,1
chunks\fake\Obama-to-Biden_chunk50.wav,1
chunks\fake\Obama-to-Biden_chunk51.wav,1
chunks\fake\Obama-to-Biden_chunk52.wav,1
chunks\fake\Obama-to-Biden_chunk53.wav,1
chunks\fake\Obama-to-Biden_chunk54.wav,1
chunks\fake\Obama-to-Biden_chunk55.wav,1
chunks\fake\Obama-to-Biden_chunk56.wav,1
chunks\fake\Obama-to-Biden_chunk57.wav,1
chunks\fake\Obama-to-Biden_chunk58.wav,1
chunks\fake\Obama-to-Biden_chunk59.wav,1
chunks\fake\Obama-to-Biden_chunk6.wav,1
chunks\fake\Obama-to-Biden_chunk60.wav,1
chunks\fake\Obama-to-Biden_chunk61.wav,1
chunks\fake\Obama-to-Biden_chunk62.wav,1
chunks\fake\Obama-to-Biden_chunk63.wav,1
chunks\fake\Obama-to-Biden_chunk64.wav,1
chunks\fake\Obama-to-Biden_chunk65.wav,1
chunks\fake\Obama-to-Biden_chunk66.wav,1
chunks\fake\Obama-to-Biden_chunk67.wav,1
chunks\fake\Obama-to-Biden_chunk68.wav,1
chunks\fake\Obama-to-Biden_chunk69.wav,1
chunks\fake\Obama-to-Biden_chunk7.wav,1
chunks\fake\Obama-to-Biden_chunk70.wav,1
chunks\fake\Obama-to-Biden_chunk71.wav,1
chunks\fake\Obama-to-Biden_chunk72.wav,1
chunks\fake\Obama-to-Biden_chunk73.wav,1
chunks\fake\Obama-to-Biden_chunk74.wav,1
chunks\fake\Obama-to-Biden_chunk75.wav,1
chunks\fake\Obama-to-Biden_chunk76.wav,1
chunks\fake\Obama-to-Biden_chunk77.wav,1
chunks\fake\Obama-to-Biden_chunk78.wav,1
chunks\fake\Obama-to-Biden_chunk79.wav,1
chunks\fake\Obama-to-Biden_chunk8.wav,1
chunks\fake\Obama-to-Biden_chunk80.wav,1
chunks\fake\Obama-to-Biden_chunk81.wav,1
chunks\fake\Obama-to-Biden_chunk82.wav,1
chunks\fake\Obama-to-Biden_chunk83.wav,1
chunks\fake\Obama-to-Biden_chunk84.wav,1
chunks\fake\Obama-to-Biden_chunk85.wav,1
chunks\fake\Obama-to-Biden_chunk86.wav,1
chunks\fake\Obama-to-Biden_chunk87.wav,1
chunks\fake\Obama-to-Biden_chunk88.wav,1
chunks\fake\Obama-to-Biden_chunk89.wav,1
chunks\fake\Obama-to-Biden_chunk9.wav,1
chunks\fake\Obama-to-Biden_chunk90.wav,1
chunks\fake\Obama-to-Biden_chunk91.wav,1
chunks\fake\Obama-to-Biden_chunk92.wav,1
chunks\fake\Obama-to-Biden_chunk93.wav,1
chunks\fake\Obama-to-Biden_chunk94.wav,1
chunks\fake\Obama-to-Biden_chunk95.wav,1
chunks\fake\Obama-to-Biden_chunk96.wav,1
chunks\fake\Obama-to-Biden_chunk97.wav,1
chunks\fake\Obama-to-Biden_chunk98.wav,1
chunks\fake\Obama-to-Biden_chunk99.wav,1
chunks\fake\obama-to-linus_chunk0.wav,1
chunks\fake\obama-to-linus_chunk1.wav,1
chunks\fake\obama-to-linus_chunk10.wav,1
chunks\fake\obama-to-linus_chunk100.wav,1
chunks\fake\obama-to-linus_chunk101.wav,1
chunks\fake\obama-to-linus_chunk102.wav,1
chunks\fake\obama-to-linus_chunk103.wav,1
chunks\fake\obama-to-linus_chunk104.wav,1
chunks\fake\obama-to-linus_chunk105.wav,1
chunks\fake\obama-to-linus_chunk106.wav,1
chunks\fake\obama-to-linus_chunk107.wav,1
chunks\fake\obama-to-linus_chunk108.wav,1
chunks\fake\obama-to-linus_chunk109.wav,1
chunks\fake\obama-to-linus_chunk11.wav,1
chunks\fake\obama-to-linus_chunk110.wav,1
chunks\fake\obama-to-linus_chunk111.wav,1
chunks\fake\obama-to-linus_chunk112.wav,1
chunks\fake\obama-to-linus_chunk113.wav,1
chunks\fake\obama-to-linus_chunk114.wav,1
chunks\fake\obama-to-linus_chunk115.wav,1
chunks\fake\obama-to-linus_chunk116.wav,1
chunks\fake\obama-to-linus_chunk117.wav,1
chunks\fake\obama-to-linus_chunk118.wav,1
chunks\fake\obama-to-linus_chunk119.wav,1
chunks\fake\obama-to-linus_chunk12.wav,1
chunks\fake\obama-to-linus_chunk120.wav,1
chunks\fake\obama-to-linus_chunk121.wav,1
chunks\fake\obama-to-linus_chunk122.wav,1
chunks\fake\obama-to-linus_chunk123.wav,1
chunks\fake\obama-to-linus_chunk124.wav,1
chunks\fake\obama-to-linus_chunk125.wav,1
chunks\fake\obama-to-linus_chunk126.wav,1
chunks\fake\obama-to-linus_chunk127.wav,1
chunks\fake\obama-to-linus_chunk128.wav,1
chunks\fake\obama-to-linus_chunk129.wav,1
chunks\fake\obama-to-linus_chunk13.wav,1
chunks\fake\obama-to-linus_chunk130.wav,1
chunks\fake\obama-to-linus_chunk131.wav,1
chunks\fake\obama-to-linus_chunk132.wav,1
chunks\fake\obama-to-linus_chunk133.wav,1
chunks\fake\obama-to-linus_chunk134.wav,1
chunks\fake\obama-to-linus_chunk135.wav,1
chunks\fake\obama-to-linus_chunk136.wav,1
chunks\fake\obama-to-linus_chunk137.wav,1
chunks\fake\obama-to-linus_chunk138.wav,1
chunks\fake\obama-to-linus_chunk139.wav,1
chunks\fake\obama-to-linus_chunk14.wav,1
chunks\fake\obama-to-linus_chunk140.wav,1
chunks\fake\obama-to-linus_chunk141.wav,1
chunks\fake\obama-to-linus_chunk142.wav,1
chunks\fake\obama-to-linus_chunk143.wav,1
chunks\fake\obama-to-linus_chunk144.wav,1
chunks\fake\obama-to-linus_chunk145.wav,1
chunks\fake\obama-to-linus_chunk146.wav,1
chunks\fake\obama-to-linus_chunk147.wav,1
chunks\fake\obama-to-linus_chunk148.wav,1
chunks\fake\obama-to-linus_chunk149.wav,1
chunks\fake\obama-to-linus_chunk15.wav,1
chunks\fake\obama-to-linus_chunk150.wav,1
chunks\fake\obama-to-linus_chunk151.wav,1
chunks\fake\obama-to-linus_chunk152.wav,1
chunks\fake\obama-to-linus_chunk153.wav,1
chunks\fake\obama-to-linus_chunk154.wav,1
chunks\fake\obama-to-linus_chunk155.wav,1
chunks\fake\obama-to-linus_chunk156.wav,1
chunks\fake\obama-to-linus_chunk157.wav,1
chunks\fake\obama-to-linus_chunk158.wav,1
chunks\fake\obama-to-linus_chunk159.wav,1
chunks\fake\obama-to-linus_chunk16.wav,1
chunks\fake\obama-to-linus_chunk160.wav,1
chunks\fake\obama-to-linus_chunk161.wav,1
chunks\fake\obama-to-linus_chunk162.wav,1
chunks\fake\obama-to-linus_chunk163.wav,1
chunks\fake\obama-to-linus_chunk164.wav,1
chunks\fake\obama-to-linus_chunk165.wav,1
chunks\fake\obama-to-linus_chunk166.wav,1
chunks\fake\obama-to-linus_chunk167.wav,1
chunks\fake\obama-to-linus_chunk168.wav,1
chunks\fake\obama-to-linus_chunk169.wav,1
chunks\fake\obama-to-linus_chunk17.wav,1
chunks\fake\obama-to-linus_chunk170.wav,1
chunks\fake\obama-to-linus_chunk171.wav,1
chunks\fake\obama-to-linus_chunk172.wav,1
chunks\fake\obama-to-linus_chunk173.wav,1
chunks\fake\obama-to-linus_chunk174.wav,1
chunks\fake\obama-to-linus_chunk175.wav,1
chunks\fake\obama-to-linus_chunk176.wav,1
chunks\fake\obama-to-linus_chunk177.wav,1
chunks\fake\obama-to-linus_chunk178.wav,1
chunks\fake\obama-to-linus_chunk179.wav,1
chunks\fake\obama-to-linus_chunk18.wav,1
chunks\fake\obama-to-linus_chunk180.wav,1
chunks\fake\obama-to-linus_chunk181.wav,1
chunks\fake\obama-to-linus_chunk182.wav,1
chunks\fake\obama-to-linus_chunk183.wav,1
chunks\fake\obama-to-linus_chunk184.wav,1
chunks\fake\obama-to-linus_chunk185.wav,1
chunks\fake\obama-to-linus_chunk186.wav,1
chunks\fake\obama-to-linus_chunk187.wav,1
chunks\fake\obama-to-linus_chunk188.wav,1
chunks\fake\obama-to-linus_chunk189.wav,1
chunks\fake\obama-to-linus_chunk19.wav,1
chunks\fake\obama-to-linus_chunk190.wav,1
chunks\fake\obama-to-linus_chunk191.wav,1
chunks\fake\obama-to-linus_chunk192.wav,1
chunks\fake\obama-to-linus_chunk193.wav,1
chunks\fake\obama-to-linus_chunk194.wav,1
chunks\fake\obama-to-linus_chunk195.wav,1
chunks\fake\obama-to-linus_chunk196.wav,1
chunks\fake\obama-to-linus_chunk197.wav,1
chunks\fake\obama-to-linus_chunk198.wav,1
chunks\fake\obama-to-linus_chunk199.wav,1
chunks\fake\obama-to-linus_chunk2.wav,1
chunks\fake\obama-to-linus_chunk20.wav,1
chunks\fake\obama-to-linus_chunk21.wav,1
chunks\fake\obama-to-linus_chunk22.wav,1
chunks\fake\obama-to-linus_chunk23.wav,1
chunks\fake\obama-to-linus_chunk24.wav,1
chunks\fake\obama-to-linus_chunk25.wav,1
chunks\fake\obama-to-linus_chunk26.wav,1
chunks\fake\obama-to-linus_chunk27.wav,1
chunks\fake\obama-to-linus_chunk28.wav,1
chunks\fake\obama-to-linus_chunk29.wav,1
chunks\fake\obama-to-linus_chunk3.wav,1
chunks\fake\obama-to-linus_chunk30.wav,1
chunks\fake\obama-to-linus_chunk31.wav,1
chunks\fake\obama-to-linus_chunk32.wav,1
chunks\fake\obama-to-linus_chunk33.wav,1
chunks\fake\obama-to-linus_chunk34.wav,1
chunks\fake\obama-to-linus_chunk35.wav,1
chunks\fake\obama-to-linus_chunk36.wav,1
chunks\fake\obama-to-linus_chunk37.wav,1
chunks\fake\obama-to-linus_chunk38.wav,1
chunks\fake\obama-to-linus_chunk39.wav,1
chunks\fake\obama-to-linus_chunk4.wav,1
chunks\fake\obama-to-linus_chunk40.wav,1
chunks\fake\obama-to-linus_chunk41.wav,1
chunks\fake\obama-to-linus_chunk42.wav,1
chunks\fake\obama-to-linus_chunk43.wav,1
chunks\fake\obama-to-linus_chunk44.wav,1
chunks\fake\obama-to-linus_chunk45.wav,1
chunks\fake\obama-to-linus_chunk46.wav,1
chunks\fake\obama-to-linus_chunk47.wav,1
chunks\fake\obama-to-linus_chunk48.wav,1
chunks\fake\obama-to-linus_chunk49.wav,1
chunks\fake\obama-to-linus_chunk5.wav,1
chunks\fake\obama-to-linus_chunk50.wav,1
chunks\fake\obama-to-linus_chunk51.wav,1
chunks\fake\obama-to-linus_chunk52.wav,1
chunks\fake\obama-to-linus_chunk53.wav,1
chunks\fake\obama-to-linus_chunk54.wav,1
chunks\fake\obama-to-linus_chunk55.wav,1
chunks\fake\obama-to-linus_chunk56.wav,1
chunks\fake\obama-to-linus_chunk57.wav,1
chunks\fake\obama-to-linus_chunk58.wav,1
chunks\fake\obama-to-linus_chunk59.wav,1
chunks\fake\obama-to-linus_chunk6.wav,1
chunks\fake\obama-to-linus_chunk60.wav,1
chunks\fake\obama-to-linus_chunk61.wav,1
chunks\fake\obama-to-linus_chunk62.wav,1
chunks\fake\obama-to-linus_chunk63.wav,1
chunks\fake\obama-to-linus_chunk64.wav,1
chunks\fake\obama-to-linus_chunk65.wav,1
chunks\fake\obama-to-linus_chunk66.wav,1
